stock_code,description,revenue,sold_units,orders,return_value,return_units,cancelled_orders,return_unit_rate
22267,EASTER DECORATION EGG BUNNY,673.17,836,83,0.0,0.0,0.0,0.0
21351,CINAMMON & ORANGE WREATH,672.88,104,34,47.25,7.0,2.0,0.06306306306306306
47591d,PINK FAIRY CAKE CHILDRENS APRON,672.24,134,56,0.0,0.0,0.0,0.0
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,672.09,187,45,0.0,0.0,0.0,0.0
37475,SET/4 COLOURFUL MIXING BOWLS,671.93,71,43,0.0,0.0,0.0,0.0
84923,PINK BUTTERFLY HANDBAG W BOBBLES,671.62,162,98,0.0,0.0,0.0,0.0
22618,COOKING SET RETROSPOT,671.53,69,28,174.18,20.0,3.0,0.2247191011235955
22535,MAGIC DRAWING SLATE BUNNIES,671.01,1766,134,20.16,48.0,1.0,0.026460859977949284
22204,MILK PAN BLUE POLKADOT,669.54,197,79,18.75,5.0,2.0,0.024752475247524754
22057,CERAMIC PLATE STRAWBERRY DESIGN,667.92,584,61,71.52,48.0,4.0,0.0759493670886076
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.8500000000001,255,11,4.98,2.0,1.0,0.007782101167315175
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,665.95,549,114,1.5,2.0,1.0,0.003629764065335753
20767,BLUE PAISLEY JOURNAL,663.7099999999999,253,79,0.0,0.0,0.0,0.0
85199L,LARGE HANGING IVORY & RED WOOD BIRD,663.4300000000001,977,95,8.450000000000001,13.0,2.0,0.013131313131313131
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,661.9300000000001,227,42,0.0,0.0,0.0,0.0
23547,WRAP FLOWER SHOP,661.5,1575,62,0.0,0.0,0.0,0.0
22450,SILK PURSE BABUSHKA BLUE,661.11,195,58,3.35,1.0,1.0,0.00510204081632653
23482,PEARLISED IVORY HEART LARGE,661.02,418,39,0.0,0.0,0.0,0.0
22615,PACK OF 12 CIRCUS PARADE TISSUES,660.7299999999999,2075,102,4.68,12.0,1.0,0.005749880210828941
18098C,PORCELAIN BUTTERFLY OIL BURNER,658.75,213,49,0.0,0.0,0.0,0.0
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,658.51,159,82,0.0,0.0,0.0,0.0
22756,LARGE YELLOW BABUSHKA NOTEBOOK,656.52,599,123,0.0,0.0,0.0,0.0
22448,PIN CUSHION BABUSHKA RED,656.4300000000001,201,45,0.0,0.0,0.0,0.0
20658,RED RETROSPOT LUGGAGE TAG,653.36,434,105,15.0,12.0,1.0,0.026905829596412557
46776A,WOVEN BUBBLE GUM CUSHION COVER,651.95,155,70,0.0,0.0,0.0,0.0
21187,WHITE BELL HONEYCOMB PAPER GARLAND,651.75,371,48,0.0,0.0,0.0,0.0
23224,CHERUB HEART DECORATION GOLD,649.02,738,71,11.62,14.0,2.0,0.018617021276595744
22525,CHILDRENS GARDEN GLOVES PINK,648.97,489,74,0.0,0.0,0.0,0.0
22533,MAGIC DRAWING SLATE BAKE A CAKE,646.49,1787,88,10.08,24.0,1.0,0.013252346769740474
22715,CARD WEDDING DAY,645.64,1543,130,0.0,0.0,0.0,0.0
21747,SMALL SKULL WINDMILL,645.61,485,54,15.0,12.0,1.0,0.02414486921529175
22067,CHOC TRUFFLE GOLD TRINKET POT,645.2199999999999,412,70,9.1,6.0,3.0,0.014354066985645933
85177,BASKET OF FLOWERS SEWING KIT,645.06,813,63,0.85,1.0,1.0,0.0012285012285012285
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59,29.12,14.0,3.0,0.043209876543209874
84789,ENCHANTED BIRD PLANT CAGE,644.47,187,48,0.0,0.0,0.0,0.0
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,644.03,662,78,0.0,0.0,0.0,0.0
17021,NAMASTE SWAGAT INCENSE,643.14,2427,47,0.0,0.0,0.0,0.0
21808,"CHRISTMAS GARLAND STARS,TREES",641.58,181,48,0.0,0.0,0.0,0.0
22389,PAPERWEIGHT SAVE THE PLANET,641.55,338,45,210.0,100.0,1.0,0.228310502283105
21446,12 RED ROSE PEG PLACE SETTINGS,640.92,457,105,0.0,0.0,0.0,0.0
35810A,ENAMEL PINK COFFEE CONTAINER,640.92,634,75,0.0,0.0,0.0,0.0
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,22,40.56,24.0,1.0,0.0625
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,637.5600000000001,2412,65,168.49,307.0,4.0,0.11290915777859507
85141,JARDIN ETCHED GLASS FRUITBOWL,635.74,124,39,40.55,9.0,3.0,0.06766917293233082
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,28,0.0,0.0,0.0,0.0
23298,"BUNTING , SPOTTY",634.7,146,7,482.81,110.0,12.0,0.4296875
21054,NURSE'S BAG SOFT TOY,634.53,70,29,0.0,0.0,0.0,0.0
22396,MAGNETS PACK OF 4 RETRO PHOTO,634.43,1232,128,15.0,12.0,2.0,0.00964630225080386
84086C,PINK/PURPLE RETRO RADIO,634.07,222,53,0.0,0.0,0.0,0.0
21784,SHOE SHINE BOX,633.0699999999999,57,44,19.9,2.0,1.0,0.03389830508474576
20840,FRENCH FLORAL CUSHION COVER,632.3199999999999,533,74,10.2,12.0,1.0,0.022018348623853212
23453,OVAL  MINI PORTRAIT FRAME,631.5799999999999,324,47,0.0,0.0,0.0,0.0
23454,THREE MINI HANGING FRAMES,630.75,147,50,8.3,2.0,1.0,0.013422818791946308
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,0.0,0.0,0.0,0.0
72232,FENG SHUI PILLAR CANDLE,630.23,3317,65,0.0,0.0,0.0,0.0
21417,COCKLE SHELL DISH,629.8000000000001,340,68,2.1,1.0,1.0,0.002932551319648094
84596L,BISCUITS SMALL BOWL LIGHT BLUE,629.8,1255,172,0.0,0.0,0.0,0.0
23019,SMALL APOTHECARY MEASURING JAR,629.0500000000001,81,28,0.0,0.0,0.0,0.0
20932,PINK POT PLANT CANDLE,628.7900000000001,204,35,29.5,10.0,2.0,0.04672897196261682
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,0.0,0.0,0.0,0.0
23471,SIX DRAWER OFFICE TIDY,626.74,66,27,0.0,0.0,0.0,0.0
79163,BLACK CHAMPAGNE GLASS,626.55,1529,35,5.16,10.0,3.0,0.00649772579597141
22559,SEASIDE FLYING DISC,626.53,505,81,0.0,0.0,0.0,0.0
20735,BLACK MINI TAPE MEASURE,625.8,623,112,0.0,0.0,0.0,0.0
22194,BLACK DINER WALL CLOCK,625.6899999999999,66,44,17.0,2.0,1.0,0.029411764705882353
21865,PINK UNION JACK  PASSPORT COVER,625.23,274,106,0.0,0.0,0.0,0.0
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,17,119.0,20.0,3.0,0.16
21426,WOODLAND STORAGE BOX SMALL,624.58,256,46,8.4,4.0,3.0,0.015384615384615385
22269,EGG CUP NATURAL CHICKEN,622.74,933,125,0.0,0.0,0.0,0.0
22035,VINTAGE CARAVAN GREETING CARD,622.36,1464,137,0.0,0.0,0.0,0.0
21684,SMALL MEDINA STAMPED METAL BOWL,622.3,783,47,0.0,0.0,0.0,0.0
22520,CHILDS GARDEN TROWEL BLUE,622.0999999999999,719,113,0.0,0.0,0.0,0.0
22129,PARTY CONES CANDY DECORATION,621.96,454,67,0.0,0.0,0.0,0.0
23425,STORAGE TIN HOME SWEET HOME,621.44,275,56,17.43,7.0,3.0,0.024822695035460994
20772,GARDEN PATH JOURNAL,621.1899999999999,247,65,2.55,1.0,1.0,0.004032258064516129
23180,MUM'S KITCHEN CLOCK,621.09,122,49,4.95,1.0,1.0,0.008130081300813009
22116,METAL SIGN HIS DINNER IS SERVED,620.42,575,148,10.2,12.0,1.0,0.020442930153321975
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,83,0.0,0.0,0.0,0.0
21473,SWEETHEART CREAM STEEL TABLE RECT,618.66,27,21,0.0,0.0,0.0,0.0
23528,WALL ART SPACEBOY,618.59,173,37,0.0,0.0,0.0,0.0
22288,HANGING METAL RABBIT DECORATION,618.2,475,58,0.0,0.0,0.0,0.0
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,617.11,478,97,0.0,0.0,0.0,0.0
21171,BATHROOM METAL SIGN,613.14,438,73,0.0,0.0,0.0,0.0
23018,LARGE APOTHECARY MEASURING JAR,612.1600000000001,51,21,0.0,0.0,0.0,0.0
22420,LIPSTICK PEN BABY PINK,611.72,1334,126,0.0,0.0,0.0,0.0
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,611.57,269,26,75.60000000000001,36.0,1.0,0.1180327868852459
20764,ABSTRACT CIRCLES SKETCHBOOK,610.8100000000001,144,76,0.0,0.0,0.0,0.0
22021,BLUE FELT EASTER EGG BASKET,610.4499999999999,365,71,0.0,0.0,0.0,0.0
22129,PARTY CONES CANDY TREE DECORATION,609.56,740,33,0.0,0.0,0.0,0.0
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,609.4300000000001,369,49,25.5,6.0,1.0,0.016
22515,CHILDS GARDEN SPADE PINK,608.95,266,84,4.2,2.0,1.0,0.007462686567164179
22359,GLASS JAR KINGS CHOICE,608.72,184,81,8.850000000000001,3.0,2.0,0.016042780748663103
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,608.53,335,72,0.0,0.0,0.0,0.0
22233,JIGSAW RABBIT AND BIRDHOUSE,607.7299999999999,597,105,33.589999999999996,21.0,4.0,0.03398058252427184
21769,VINTAGE POST OFFICE CABINET,607.6500000000001,11,2,0.0,0.0,0.0,0.0
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,607.23,133,59,0.0,0.0,0.0,0.0
72598,SET/12 TAPER CANDLES,605.89,607,93,0.0,0.0,0.0,0.0
22595,CHRISTMAS GINGHAM HEART,605.8,649,54,103.67999999999999,144.0,1.0,0.18158890290037832
22999,TRAVEL CARD WALLET VINTAGE LEAF,605.78,1415,117,1.26,3.0,2.0,0.0021156558533145277
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,42,23.3,20.0,2.0,0.040160642570281124
22232,JIGSAW TOADSTOOLS 3 PIECE,604.4599999999999,690,83,54.72,64.0,5.0,0.08488063660477453
23520,EMBROIDERED RIBBON REEL RUBY,604.3,168,32,0.0,0.0,0.0,0.0
22255,FELT TOADSTOOL  SMALL,602.63,629,77,0.0,0.0,0.0,0.0
21159,MOODY BOY  DOOR HANGER,602.18,1127,124,0.0,0.0,0.0,0.0
35971,ROSE FOLKART HEART DECORATIONS,600.93,462,88,21.25,17.0,2.0,0.03549060542797495
21448,12 DAISY PEGS IN WOOD BOX,600.8699999999999,349,77,0.0,0.0,0.0,0.0
85017B,ENVELOPE 50 BLOSSOM IMAGES,600.29,1077,158,10.2,12.0,1.0,0.011019283746556474
21014,SWISS CHALET TREE DECORATION,598.8199999999999,1385,119,0.0,0.0,0.0,0.0
22266,EASTER DECORATION HANGING BUNNY,596.5,1888,92,0.0,0.0,0.0,0.0
22642,SET OF 4 NAPKIN CHARMS STARS,596.36,269,51,0.0,0.0,0.0,0.0
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,595.85,525,85,0.0,0.0,0.0,0.0
21292,SMALL STRIPES CHOCOLATE GIFT BAG,594.51,867,28,0.0,0.0,0.0,0.0
23377,PACK OF 12 DOLLY GIRL TISSUES,593.62,1354,133,3.12,8.0,1.0,0.005873715124816446
21253,SET OF PICTURE FRAME  STICKERS,593.37,135,62,0.0,0.0,0.0,0.0
22247,BUNNY DECORATION MAGIC GARDEN,593.14,670,113,0.0,0.0,0.0,0.0
21581,SKULLS  DESIGN  COTTON TOTE BAG,590.67,252,79,27.0,12.0,1.0,0.045454545454545456
21015,DARK BIRD HOUSE TREE DECORATION,590.13,1485,142,1.16,4.0,1.0,0.002686366689053056
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,587.86,1346,61,3.9000000000000004,6.0,1.0,0.004437869822485207
23499,SET 12 VINTAGE DOILY CHALK,587.49,1315,110,0.0,0.0,0.0,0.0
85180B,PINK HEARTS LIGHT CHAIN,587.2,271,48,0.0,0.0,0.0,0.0
22096,PINK PAISLEY SQUARE TISSUE BOX,586.82,1373,117,2.34,6.0,1.0,0.00435097897026831
23565,EGG CUP MILKMAID HELGA,586.31,410,63,6.25,5.0,2.0,0.012048192771084338
84748,FOLK FELT HANGING MULTICOL GARLAND,585.86,208,61,0.0,0.0,0.0,0.0
21576,LETS GO SHOPPING COTTON TOTE BAG,585.34,252,78,0.0,0.0,0.0,0.0
22825,DECORATIVE PLANT POT WITH FRIEZE,584.37,73,28,13.5,2.0,1.0,0.02666666666666667
22703,PINK CAT BOWL,583.33,360,123,0.0,0.0,0.0,0.0
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,583.23,1041,111,448.4,152.0,2.0,0.12740989103101424
85172,HYACINTH BULB T-LIGHT CANDLES,583.12,1346,43,34.02,81.0,2.0,0.056762438682550806
20832,RED FLOCK LOVE HEART PHOTO FRAME,582.03,1091,82,0.85,1.0,1.0,0.0009157509157509158
82001s,SILVER RECORD COVER FRAME,581.88,78,15,0.0,0.0,0.0,0.0
22785,SQUARECUSHION COVER PINK UNION JACK,581.23,173,42,0.0,0.0,0.0,0.0
21096,SET/6 FRUIT SALAD  PAPER PLATES,581.09,1259,105,0.0,0.0,0.0,0.0
85136A,YELLOW SHARK HELICOPTER,580.36,72,53,0.0,0.0,0.0,0.0
85144,JARDIN ETCHED GLASS CHEESE DISH,579.35,221,40,0.0,0.0,0.0,0.0
20702,PINK PADDED MOBILE,577.79,135,42,0.0,0.0,0.0,0.0
23324,RUSTIC STRAWBERRY JAM POT LARGE,577.48,279,38,67.51,35.0,2.0,0.11146496815286625
22260,FELT EGG COSY BLUE RABBIT,577.4399999999999,552,104,3.4,4.0,1.0,0.007194244604316547
84352,SILVER CHRISTMAS TREE BAUBLE STAND,577.35,34,23,67.8,4.0,3.0,0.10526315789473684
21264,WHITE GOOSE FEATHER TREE 60CM,575.55,285,48,15.6,8.0,2.0,0.027303754266211604
22820,GIFT BAG BIRTHDAY,575.4200000000001,940,77,1.3,2.0,1.0,0.0021231422505307855
23016,GLASS TWIST BON BON JAR,575.25,74,24,19.950000000000003,3.0,1.0,0.03896103896103896
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,0.0,0.0,0.0,0.0
22337,ANGEL DECORATION PAINTED ZINC,574.5400000000001,912,77,0.0,0.0,0.0,0.0
21675,BUTTERFLIES STICKERS,573.36,634,110,10.2,12.0,1.0,0.018575851393188854
21468,BUTTERFLY CROCHET FOOD COVER,572.23,148,66,0.0,0.0,0.0,0.0
21277,FRENCH STYLE EMBOSSED HEART CABINET,571.43,26,22,43.9,2.0,2.0,0.07142857142857142
85130D,BEADED CRYSTAL HEART PINK LARGE,569.29,565,62,0.0,0.0,0.0,0.0
21251,DINOSAUR HEIGHT CHART STICKER SET,568.98,182,46,0.0,0.0,0.0,0.0
23069,EDWARDIAN PHOTO FRAME,568.71,90,32,0.0,0.0,0.0,0.0
85161,ACRYLIC GEOMETRIC LAMP,568.65,35,20,0.0,0.0,0.0,0.0
23219,LAUREL STAR ANTIQUE SILVER,568.6,430,61,0.0,0.0,0.0,0.0
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,568.13,61,43,0.0,0.0,0.0,0.0
23381,PACK OF 12 VINTAGE LEAF TISSUES,567.9499999999999,1509,80,0.0,0.0,0.0,0.0
21899,GARAGE KEY FOB,567.76,780,147,27.950000000000003,43.0,4.0,0.05224787363304982
23413,VINTAGE COFFEE GRINDER BOX,566.1800000000001,110,30,49.800000000000004,12.0,1.0,0.09836065573770492
21488,RED WHITE SCARF  HOT WATER BOTTLE,566.1700000000001,69,16,0.0,0.0,0.0,0.0
22482,BLUE TEA TOWEL CLASSIC DESIGN,565.86,478,53,0.0,0.0,0.0,0.0
22272,FELTCRAFT DOLL MARIA,564.9200000000001,196,48,2.95,1.0,1.0,0.005076142131979695
85019A,ROMANTIC IMAGES NOTEBOOK SET,564.35,414,33,0.0,0.0,0.0,0.0
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,44,0.0,0.0,0.0,0.0
84569D,PACK 6 HEART/ICE-CREAM PATCHES,561.87,468,98,0.0,0.0,0.0,0.0
21219,SET/4 BADGES BALLOON GIRL,561.84,448,89,0.0,0.0,0.0,0.0
85032D,YULETIDE IMAGES GIFT WRAP SET,561.34,687,93,7.800000000000001,12.0,1.0,0.017167381974248927
71279,PINK GLASS CANDLEHOLDER,561.32,176,38,14.75,5.0,4.0,0.027624309392265192
22286,"DECORATION , WOBBLY RABBIT , METAL",560.93,319,48,0.0,0.0,0.0,0.0
84912A,PINK ROSE WASHBAG,560.62,156,74,0.0,0.0,0.0,0.0
85016,SET OF 6 VINTAGE NOTELETS KIT,560.11,563,42,0.0,0.0,0.0,0.0
85163A,WHITE BAROQUE WALL CLOCK,559.0,66,32,0.0,0.0,0.0,0.0
21849,SILVER DIAMANTE PEN IN GIFT BOX,558.83,175,66,0.0,0.0,0.0,0.0
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,558.42,331,38,1.65,1.0,1.0,0.0030120481927710845
23451,SQUARE MINI PORTRAIT FRAME,558.12,278,52,0.0,0.0,0.0,0.0
21194,PINK  HONEYCOMB PAPER FAN,558.07,499,65,6.5,10.0,3.0,0.019646365422396856
90062,CARNIVAL BRACELET,558.03,44,26,12.75,1.0,1.0,0.022222222222222223
21662,VINTAGE GLASS COFFEE CADDY,557.3000000000001,86,26,0.0,0.0,0.0,0.0
85187,S/12 MINI RABBIT EASTER,556.53,337,69,0.0,0.0,0.0,0.0
23074,EMBOSSED HEART TRINKET BOX,555.59,250,48,12.48,6.0,1.0,0.0234375
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,554.78,451,82,0.0,0.0,0.0,0.0
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,554.6,172,62,0.0,0.0,0.0,0.0
17129F,BLUE GLASS GEMS IN BAG,553.8299999999999,588,57,1.7,2.0,1.0,0.003389830508474576
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,553.8,476,93,18.96,24.0,1.0,0.048
79030G,TUMBLER NEW ENGLAND,553.53,1267,53,0.0,0.0,0.0,0.0
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,553.07,201,34,0.0,0.0,0.0,0.0
23473,WOODLAND SMALL RED FELT HEART,552.85,679,51,0.0,0.0,0.0,0.0
47563A,RETRO LONGBOARD IRONING BOARD COVER,552.76,286,105,5.0,4.0,1.0,0.013793103448275862
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,551.96,249,40,0.0,0.0,0.0,0.0
35965,FOLKART HEART NAPKIN RINGS,551.13,366,69,18.96,24.0,1.0,0.06153846153846154
35599B,BLACK CHRISTMAS TREE 120CM,551.13,217,27,0.0,0.0,0.0,0.0
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,550.64,463,97,0.0,0.0,0.0,0.0
22903,CALENDAR FAMILY FAVOURITES,550.6,193,59,0.0,0.0,0.0,0.0
21397,BLUE POLKADOT EGG CUP,550.43,1075,65,0.0,0.0,0.0,0.0
23456,MEDIUM PARLOUR PICTURE FRAME,550.0,136,34,8.3,2.0,1.0,0.014492753623188406
22261,FELT EGG COSY WHITE RABBIT,549.81,585,107,3.4,4.0,1.0,0.006791171477079796
22584,PACK OF 6 PANETTONE GIFT BOXES,548.63,233,18,38.24999999999999,15.0,2.0,0.06048387096774194
23549,WRAP BIRD GARDEN,548.1,1305,52,0.0,0.0,0.0,0.0
21128,GOLD FISHING GNOME,546.6,68,36,0.0,0.0,0.0,0.0
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,546.49,251,27,0.0,0.0,0.0,0.0
84598,BOYS ALPHABET IRON ON PATCHES,546.04,1975,99,60.48,288.0,1.0,0.12726469288555015
22023,EMPIRE BIRTHDAY CARD,543.76,1218,146,5.04,12.0,1.0,0.00975609756097561
22513,DOORSTOP FOOTBALL DESIGN,543.65,153,67,0.0,0.0,0.0,0.0
23398,HANGING HEART BONHEUR,538.75,610,69,0.85,1.0,1.0,0.0016366612111292963
22496,SET OF 2 ROUND TINS DUTCH CHEESE,538.0600000000001,254,79,11.8,4.0,1.0,0.015503875968992248
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,35,41.65,49.0,5.0,0.09839357429718876
22717,CARD DOG AND BALL,535.78,1229,131,0.0,0.0,0.0,0.0
82613D,METAL SIGN CUPCAKE SINGLE HOOK,535.49,697,111,8.4,20.0,1.0,0.02789400278940028
85088,CANDY SPOT HAND BAG,534.83,259,51,4.2,2.0,1.0,0.007662835249042145
85114c,RED ENCHANTED FOREST PLACEMAT,534.66,162,35,0.0,0.0,0.0,0.0
23660,HENRIETTA HEN MUG,534.66,306,42,26.4,16.0,4.0,0.049689440993788817
22521,CHILDS GARDEN TROWEL PINK,533.16,618,104,0.0,0.0,0.0,0.0
22543,MINI JIGSAW BAKE A CAKE,531.64,1455,55,0.0,0.0,0.0,0.0
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,530.6,448,94,0.0,0.0,0.0,0.0
35241,ENAMEL BLUE RIM BISCUIT BIN,530.49,103,44,0.0,0.0,0.0,0.0
21801,CHRISTMAS TREE DECORATION WITH BELL,530.26,1251,125,15.12,36.0,1.0,0.027972027972027972
21270,ANTIQUE CREAM CUTLERY CUPBOARD,530.19,50,36,0.0,0.0,0.0,0.0
23139,SINGLE WIRE HOOK PINK HEART,530.15,415,27,17.4,12.0,1.0,0.02810304449648712
75131,METAL TUBE CHIME ON BAMBOO,529.21,490,15,0.0,0.0,0.0,0.0
22709,WRAP WEDDING DAY,528.5,1325,39,0.0,0.0,0.0,0.0
21059,PARTY INVITES DINOSAURS,528.2299999999999,611,94,10.2,12.0,1.0,0.019261637239165328
23060,HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,0.0,0.0,0.0,0.0
22707,WRAP MONSTER FUN,527.94,1257,49,0.0,0.0,0.0,0.0
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,527.85,69,1,0.0,0.0,0.0,0.0
22248,DECORATION  PINK CHICK MAGIC GARDEN,525.9399999999999,594,109,17.0,20.0,2.0,0.03257328990228013
85104,SILVER GLASS T-LIGHT SET,525.75,201,17,8.850000000000001,3.0,1.0,0.014705882352941176
85135B,BLUE DRAGONFLY HELICOPTER,524.5500000000001,65,45,7.95,1.0,1.0,0.015151515151515152
20785,FUSCHIA RETRO BAR STOOL,523.3000000000001,14,5,0.0,0.0,0.0,0.0
22861,EASTER TIN CHICKS IN GARDEN,522.93,305,50,0.0,0.0,0.0,0.0
85025C,PINK HEART SHAPE PHOTO FRAME,522.56,322,39,1.65,1.0,1.0,0.0030959752321981426
23537,WALL ART I LOVE LONDON,521.73,99,32,0.0,0.0,0.0,0.0
23336,EGG FRYING PAN PINK,521.33,226,85,0.0,0.0,0.0,0.0
85131B,BEADED CRYSTAL HEART GREEN ON STICK,521.11,623,172,0.0,0.0,0.0,0.0
84816,DANISH ROSE BEDSIDE CABINET,519.35,13,10,239.70000000000002,6.0,5.0,0.3157894736842105
84313B,BLUE TV TRAY TABLE,518.61,127,39,0.0,0.0,0.0,0.0
20761,BLUE PAISLEY SKETCHBOOK,517.22,123,63,0.0,0.0,0.0,0.0
21455,PAINTED YELLOW WOODEN DAISY,516.79,612,117,11.049999999999999,13.0,1.0,0.0208
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,513.02,104,36,0.0,0.0,0.0,0.0
22216,T-LIGHT HOLDER WHITE LACE,512.93,588,68,0.0,0.0,0.0,0.0
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,0.0,0.0,0.0,0.0
22280,POCKET BAG PINK PAISELY BROWN SPOT,510.84,469,95,0.0,0.0,0.0,0.0
21926,RED/CREAM STRIPE CUSHION COVER,509.9,414,60,17.5,14.0,2.0,0.03271028037383177
21654,RIDGED GLASS FINGER BOWL,509.36,986,59,0.0,0.0,0.0,0.0
72819,CUPID DESIGN SCENTED CANDLES,509.07,225,43,0.0,0.0,0.0,0.0
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,80,0.0,0.0,0.0,0.0
23527,WALL ART ANIMALS AND NATURE,508.34000000000003,154,31,26.25,7.0,2.0,0.043478260869565216
20681,PINK POLKADOT CHILDRENS UMBRELLA,506.96,140,46,6.5,2.0,2.0,0.014084507042253521
21067,VINTAGE RED TEATIME MUG,506.65,319,76,29.380000000000003,27.0,3.0,0.07803468208092486
22785,SQUARECUSHION COVER PINK UNION FLAG,506.34000000000003,72,32,0.0,0.0,0.0,0.0
23043,PAPER LANTERN 9 POINT HOLLY STAR L,506.01,75,20,0.0,0.0,0.0,0.0
82616B,FRAPPUCINO SCARF KNITTING KIT,505.69,344,73,11.25,9.0,1.0,0.025495750708215296
20998,ROSE DU SUD OVEN GLOVE,505.20000000000005,185,69,0.0,0.0,0.0,0.0
23021,GLASS BONNE JAM JAR,504.97,121,27,0.0,0.0,0.0,0.0
22127,PARTY CONES CARNIVAL ASSORTED,504.88,404,22,0.0,0.0,0.0,0.0
22286,DECORATION WOBBLY RABBIT METAL,504.46,830,67,0.0,0.0,0.0,0.0
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81,31,23.8,4.0,3.0,0.047058823529411764
84616,SILVER ROCCOCO CHANDELIER,504.32,14,9,89.85,3.0,2.0,0.17647058823529413
21925,UNION STRIPE CUSHION COVER,503.75,403,65,7.5,6.0,4.0,0.014669926650366748
84509C,SET OF 4 POLKADOT PLACEMATS,502.69,131,51,0.0,0.0,0.0,0.0
23560,SET OF 6 RIBBONS COUNTRY STYLE,502.07000000000005,173,26,0.0,0.0,0.0,0.0
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,501.98,107,45,0.0,0.0,0.0,0.0
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",501.49,584,111,8.4,20.0,1.0,0.033112582781456956
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.44,324,85,3.75,3.0,1.0,0.009174311926605505
85231G,ORANGE SCENTED SET/9 T-LIGHTS,501.27,594,81,8.5,10.0,1.0,0.016556291390728478
23117,POPPY FIELDS CHOPPING BOARD,501.23,93,45,4.95,1.0,1.0,0.010638297872340425
20766,GARDEN PATH SKETCHBOOK,501.07,124,57,0.0,0.0,0.0,0.0
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,500.90999999999997,591,57,22.95,27.0,2.0,0.043689320388349516
21972,SET OF 36 DINOSAUR PAPER DOILIES,499.08,335,65,2.9,2.0,2.0,0.005934718100890208
22050,PINK PAISLEY ROSE GIFT WRAP,498.5,1225,40,10.5,25.0,1.0,0.02
22516,CHILDS GARDEN RAKE BLUE,496.99,207,62,0.0,0.0,0.0,0.0
84970s,HANGING HEART ZINC T-LIGHT HOLDER,496.49,238,66,0.0,0.0,0.0,0.0
22511,RETROSPOT BABUSHKA DOORSTOP,495.2,251,54,3.75,1.0,1.0,0.003968253968253968
21358,TOAST ITS - HAPPY BIRTHDAY,494.54,412,108,0.0,0.0,0.0,0.0
21850,BLUE  DIAMANTE PEN IN GIFT BOX,493.08,130,54,153.0,36.0,1.0,0.21686746987951808
35598D,PINK/WHITE CHRISTMAS TREE 60CM,493.01,684,42,0.65,1.0,1.0,0.00145985401459854
46776C,WOVEN FROST CUSHION COVER,492.79,117,59,0.0,0.0,0.0,0.0
21632,VINTAGE PINK DECORATIVE PARASOL,489.74,88,24,0.0,0.0,0.0,0.0
